Type	File	Stars	L1	S1	L2	S2	L3	S3	L4	S4	L5	S5
regular	21_14_R2RXG8E3U2804W	5	regular	five	regular	three	regular	four	both	four	regular	five
regular	42_4_R1A5H77VTWCS20	4	regular	five	regular	five	regular	five	regular	five	regular	five
regular	36_6_R3P9XW7Y16P7AD	5	regular	four	regular	two	regular	five	regular	five	regular	five
ironic	276427_3_R1K3JON2WBIGPR	2	sarcastic	two	regular	three	both	one	sarcastic	one	sarcastic	one
ironic	2_11_RTS6EANBJF8O0	5	sarcastic	five	both	five	regular	five	both	three		
ironic	5_8_R333386DOVZ0TP	5	regular	five	sarcastic	three	ironic	five	regular	five	sarcastic	five
regular	3_8_R236HDVSXGH6D1	5	regular	four	regular	five	regular	five	regular	five	regular	five
ironic	37_11_R2ZC5JZHQSC6AM	5	sarcastic	one	sarcastic	two	both	one	ironic	five	regular	five
regular	276425_10_RXNEX0ESZDOA5	4	regular	four	regular	four	regular	five	regular	four	regular	four
regular	38_16_R1HGYH005FCD4X	5	both	four	regular	four	regular	four	regular	four	regular	five
regular	4_20_REVNJU2DC5BIQ	5	regular	five	sarcastic	two	regular	five	regular	five	regular	five
regular	22_16_R2B47C0U6UCZLW	1	both	two	regular	two	regular	one	regular	one	regular	one
regular	5_19_R14NYHXD0Q7Q16	2	regular	two	both	two	regular	two	regular	two	regular	two
regular	6_3_R2KSLBB7WY5UHJ	5	regular	five	both	four	regular	five	regular	four	regular	five
regular	21_12_R1ED4FC19W6K1P	5	regular	two	regular	five	both	two	ironic	four	regular	five
regular	30_20_RJM2US0WO3ZQI	1	regular	one	regular	one	regular	one	regular	two	sarcastic	one
ironic	37_17_RKROYW3CRY9MD	1	both	one	both	one	sarcastic	one	regular	one	sarcastic	one
regular	20_4_RBQVNB3B7UK15	5	regular	five	regular	five	regular	five	regular	five	regular	four
regular	41_4_R11YFS6R6R8E4Y	1	regular	one	regular	one	regular	two	regular	one	regular	one
ironic	36_12_R3W1O661T65OBH	3	sarcastic	two	regular	three	sarcastic	three	sarcastic	two	sarcastic	two
regular	19_9_R23V2PXGZUNWJ0	5	sarcastic	two	regular	four	regular	three	both	two	regular	four
ironic	16_19_R2D617C2JMSMKJ	1	sarcastic	one	regular	two	both	one	do	we	sarcastic	one
ironic	5_9_RHL5APZ9MEFD2	1	both	one	regular	three	sarcastic	two	both	three	sarcastic	one
regular	46_7_R1DXECV2K8IV08	5	regular	four	regular	five	regular	three	regular	four	regular	five
ironic	40_15_RUR92SA3QP2DS	1	sarcastic	one	sarcastic	one	both	one	sarcastic	two	both	one
ironic	30_14_R2UKFI70OEPOC2	1	sarcastic	one	sarcastic	one	regular	one	sarcastic	one	ironic	one
regular	28_9_RLQK1LMDM80ZX	5	regular	four	regular	five	regular	three	regular	five	regular	five
regular	27_7_R1I4IUUPD992AP	5	ironic	four	regular	four	ironic	five	regular	five	regular	five
regular	10_2_R17NHQUZQV7B30	5	regular	five	regular	five	regular	four	ironic	three	regular	five
regular	33_12_RU0BR91PJ2DG7	5	regular	four	regular	four	regular	four	both	three	regular	four
regular	49_17_R29JI0DNQKKPHG	4	regular	four	regular	four	ironic	five	regular	five	regular	five
regular	50_18_RWPU0UFXH7Y7M	5	regular	five	regular	five	regular	five	regular	five	regular	five
regular	21_6_R33VLVL5IBLXE4	5	regular	five	regular	five	regular	four	regular	four	regular	four
regular	42_16_RROSJDE2XXPX9	1	regular	one	regular	one	regular	one	regular	one	regular	one
ironic	276423_5_R2EMUVCSURJMC9	5	sarcastic	three	sarcastic	four	sarcastic	four	regular	four	regular	five
ironic	32_11_R3BAX63L69TDSL	1	sarcastic	three	ironic	five	both	five	regular	three	both	one
ironic	37_3_R2C7FCYGJJF5BZ	5	sarcastic	five	both	five	both	four	ironic	five	sarcastic	three
regular	51_6_R2GJX1OGGMYSYF	5	regular	five	regular	five	regular	five	regular	five	both	three
ironic	5_13_R2BI33BBIXB14M	1	both	one	both	two	sarcastic	one	both	one	both	two
ironic	11_16_R2EZTNKZK7U1KR	2	ironic	one	regular	one	ironic	two	regular	one	ironic	one
ironic	19_2_R3QCP3MCXY4JFZ	1	regular	three	both	three	sarcastic	one	ironic	two	both	one
ironic	51_9_R2IV66X3ZGJ7NO	5	sarcastic	five	regular	five	ironic	five	sarcastic	two	regular	five
regular	36_15_R2GUCCGY87R48Z	5	regular	five	both	four	regular	five	regular	four	both	five
regular	20_3_R25M65FT0W6LCM	4	regular	three	ironic	five	regular	four	sarcastic	four	regular	four
regular	3_12_R3BUTISFDCFYF1	5	regular	five	regular	five	regular	five	regular	five	regular	four
ironic	29_11_R3RWV5A6K123AK	5	ironic	five	regular	four	sarcastic	four	both	five	ironic	one
ironic	38_2_R1JL3HUD2KZUFO	1	regular	one	sarcastic	one	both	one	sarcastic	one	regular	one
regular	17_16_R29TSO8OMUBPF7	4	regular	four	regular	five	regular	four	regular	four	regular	five
regular	24_1_R2JL3BJMTF3UNB	4	regular	four	regular	five	regular	one	regular	four	regular	four
regular	7_11_R3RDHSWX8DPKIO	5	regular	four	ironic	four	regular	four	regular	five	regular	four
regular	19_8_R1SWPIZ8VUXB3K	5	both	five	sarcastic	four	regular	five	regular	five	regular	five
regular	15_4_R2QZ8W9LE9T895	1	regular	one	ironic	one	regular	two	regular	three	regular	two
regular	23_19_R56HY4465PPC0	1	regular	one	regular	one	regular	five	regular	three	regular	one
regular	43_15_R3RS1LKVSXZ6P0	5	regular	five	both	four	regular	five	regular	five	regular	five
regular	12_8_R1YN65MVJFQ5NY	5	regular	four	regular	five	regular	five	regular	five	regular	five
ironic	18_18_RTDQDPC5X2LW4	2	both	one	sarcastic	one	sarcastic	one	sarcastic	one	ironic	two
regular	51_5_R2EBKFUH501ITO	5	both	five	both	three	regular	five	regular	five	regular	five
ironic	9_3_R8KJQ0VLJV201	1	both	one	sarcastic	one	regular	three	sarcastic	one	sarcastic	two
regular	50_14_R1RZVRNJM1EAE4	5	regular	five	regular	five	regular	five	regular	five	regular	five
ironic	30_13_RGMGBPD7TCAAQ	1	sarcastic	one	regular	one	sarcastic	one	sarcastic	one	regular	one
regular	49_6_R3VD3I2ZL3CSWF	5	regular	four	regular	five	regular	five	regular	five	regular	five
ironic	44_14_R2N0E6KJEWHVDB	5	both	five	sarcastic	three	sarcastic	four	sarcastic	four	regular	five
regular	44_20_R1EK1IEBZ6YMTA	4	regular	five	regular	three	regular	four	regular	five	regular	four
regular	8_12_RGF95TBVUE0GA	5	ironic	four	regular	four	regular	five	ironic	four	regular	five
regular	21_1_R35YQIJK8JHCLA	5	regular	five	ironic	four	regular	four	regular	five	regular	four
regular	45_7_R3DG16ZIUFBHM	5	regular	five	regular	five	ironic	three	regular	five	regular	five
regular	28_12_R194JC1SB0VJM5	4	regular	five	regular	three	regular	four	regular	one	regular	three
regular	2_2_R2IXN7ZDFT2MLE	5	regular	five	regular	four	ironic	two	regular	three	regular	five
regular	14_6_R8TYKE8ZJYFEF	3	regular	three	regular	three	regular	three	regular	three	sarcastic	three
ironic	35_3_R39RU0DF45AHMZ	1	ironic	one	regular	one	regular	three	ironic	three	ironic	one
regular	23_4_R2J7DC81AD03VX	5	regular	four	regular	four	regular	one	regular	three	regular	four
ironic	19_10_R1Q924UQ808WDI	5	ironic	four	sarcastic	four	sarcastic	two	sarcastic	three	both	two
regular	24_16_R315LQ2QZT7QEH	3	regular	four			regular	four	regular	four	regular	four
ironic	35_1_R1C5YDK3IH0JPK	2	sarcastic	four	ironic	two	sarcastic	two	sarcastic	two	both	two
regular	20_2_R1MSIY7L7P0U3T	3	regular	two	regular	three	regular	two	regular	two	regular	three
ironic	10_9_R86RAMEBZSB11	1	regular	one	sarcastic	two	sarcastic	one	regular	one	sarcastic	one
ironic	16_13_RGLC9TW764X01	5	sarcastic	three	both	one	sarcastic	five	sarcastic	five	sarcastic	five
ironic	43_14_R3FBP57HSD4Z3V	1	sarcastic	one	ironic	one	sarcastic	one	regular	one	sarcastic	one
ironic	34_17_R1W83QE608Z29S	1	sarcastic	one	regular	two	regular	four	sarcastic	four	both	two
regular	14_7_R1J8AT4M75EA2X	5	regular	four	regular	five	regular	four	regular	four	regular	three
regular	276423_5_RVX9KXA2FZEM5	3	regular	two	regular	two	regular	one	sarcastic	one		
regular	3_4_RMFLKPBH28ACW	5	regular	four	both	three	regular	three	regular	two	regular	five
regular	10_10_RWINO4IJD6CHM	2	regular	one	ironic	one	regular	five	regular	two	regular	one
ironic	11_1_R1R5V05EUS8DQB	1	sarcastic	one	regular	three	sarcastic	one	good	work	both	one
regular	44_7_R2EGZCHIO7DNCA	5	ironic	five	regular	four	regular	five	regular	five	regular	five
regular	19_16_R3H74C13TXU727	1	regular	three	regular	one	sarcastic	one	regular	one	regular	two
regular	1_8_R1UF897OQYNI0X	1	both	one	regular	one	regular	one	regular	one	ironic	one
regular	41_6_R3DTVMPV8NAR14	5	regular	four	regular	five	regular	two	regular	four	regular	four
ironic	49_1_R1SHGTG8GX6JKY	1	both	two	regular	three	both	one	regular	three	both	two
regular	49_10_R1GKW5HU72UFVC	1	regular	one	regular	one	regular	one	regular	one	regular	one
ironic	1_9_R3POR9QS2KZGI8	1	sarcastic	one	ironic	one	sarcastic	two	sarcastic	one	both	three
regular	48_17_R3IEYXSA1M58DI	5	ironic	two	regular	four	sarcastic	three	regular	four	regular	five
regular	18_12_R1ESVFIWSRBHLF	4	both	two	regular	four	regular	three	regular	three	sarcastic	three
regular	49_14_R1KFJCIHGDGE4W	1	regular	two	regular	three	regular	three	both	three	regular	two
regular	22_17_R1T1U3O9NQQQVP	5	regular	five	regular	three	sarcastic	three	regular	five	regular	one
regular	43_13_R2O1QXYL96JE6T	1	regular	one	regular	one	regular	one	regular	one	regular	one
regular	43_14_R226U96JQLIP8C	5	sarcastic	four	regular	four	regular	four	regular	five	regular	five
regular	24_9_RIGWDBT5PGGRS	5	regular	five	regular	five	regular	five	regular	five	regular	five
regular	46_9_R2RJBG6IBSUWX8	5	regular	five	regular	four	regular	four	regular	five	regular	three
regular	9_9_R60YNDGAS761J	1	regular	three	regular	one	regular	one	regular	one	regular	one
ironic	30_6_RL8C44W8XWMDQ	1	sarcastic	two	both	two	both	one	both	one	both	one
regular	9_8_R3V4U0480FJIDO	5	regular	five	regular	five	regular	five	regular	five	regular	five
ironic	23_16_R3V2F6XTTPFGSJ	1	sarcastic	two	both	three	sarcastic	four	both	four	both	three
regular	18_5_R1DMW2TKJGGK7L	5	regular	five	regular	two	regular	five	regular	four	regular	four
regular	40_6_RK7UVOC6XO84N	4	both	four	sarcastic	four	regular	four	regular	four	regular	two
regular	11_12_R10V56KEVYZP62	4	regular	four	regular	four	regular	four	regular	four		
regular	27_4_R3G2L5J76XJYMD	5	regular	five	regular	five	both	three	regular	five	regular	four
regular	5_20_R4PSJ5WSIFY4C	5	regular	five	regular	three	regular	five	regular	four	regular	five
ironic	21_8_R3M8X3OG0JU5Q	5	regular	five	both	five	ironic	five	sarcastic	three	both	three
regular	5_11_R4X3HWF48PTE6	4	regular	four	regular	three	regular	four	regular	four	regular	four
ironic	2_6_R34M0E4IZWOBT1	1	both	one	sarcastic	one	regular	one	sarcastic	one	ironic	four
regular	18_3_R1GWYJUM73ISLN	4	regular	four	sarcastic	four	regular	four	regular	four	regular	four
ironic	27_17_R3E7VLNC3DCN94	1	sarcastic	one	sarcastic	one	both	three	sarcastic	two	sarcastic	two
regular	4_16_R714KI2PRUQZZ	5	regular	three	regular	five	regular	five	regular	four	regular	five
regular	43_12_R2RRI4SIQLS1T4	4	regular	three	both	three	regular	one	regular	three	regular	four
regular	31_13_R2WZ3E55FTPSNM	5	both	five	regular	five	regular	four	both	four	regular	four
ironic	43_16_R134C9F198MHN3	5	both	one	ironic	five	regular	five	ironic	five	regular	five
regular	7_2_RTJ5MKU1F5XX9	5	regular	four	regular	five	regular	four	sarcastic	four	regular	five
regular	5_18_R3VMBP3ZGTBC6G	1	regular	three	regular	one	regular	one	regular	one	regular	one
regular	23_12_R2AU7PLY2ZKN27	5	regular	five	ironic	five	regular	four	regular	five	regular	five
regular	48_12_R37TMZGXQV2GZ3	5	regular	five	regular	five	regular	four	regular	three	regular	five
ironic	21_12_R3Q5VKRJUVE8EB	1	regular	three	sarcastic	five	ironic	three	ironic	two	both	three
ironic	16_16_R1G3PE5U7IONXK	1	sarcastic	one	both	four			both	two	both	one
ironic	276427_10_R14TJ81X6JP3T	2	sarcastic	two	sarcastic	two			sarcastic	two	both	three
ironic	33_16_R2097NO6B8QGI0	1	both	one	sarcastic	one	sarcastic	two	both	one	regular	one
regular	10_13_RBIUD0ENU7MSO	5	regular	four	regular	four	regular	four	sarcastic	three	regular	four
ironic	26_11_RC5HSK44F9KSV	5	regular	five	sarcastic	one	sarcastic	five	sarcastic	two	regular	five
regular	45_12_RUGKTO69YI9ZE	5	regular	five	regular	five	regular	five	regular	five	regular	three
ironic	51_6_R28SE3EWABPNOM	1	ironic	one	both	one	regular	one	sarcastic	one	ironic	one
regular	43_8_RYMXDXEPKOPCU	5	regular	five	regular	four	regular	five	regular	four	regular	four
ironic	41_19_R120PWEW3BJRRA	1	regular	five	both	one	both	two	both	one	regular	one
regular	1_13_R34RNFBXCKWMZU	5	regular	five	regular	five	regular	five	regular	five	regular	five
regular	276425_8_R1DGXELZKXY6J1	5	regular	five	regular	five	regular	four	regular	three	ironic	five
regular	17_9_R2B9XYW6PM925Z	5	regular	four	regular	five	regular	three	regular	three	regular	three
regular	31_7_R2LOMYIUVG6IWD	4	regular	four	regular	four	both	four	regular	five	regular	three
ironic	45_12_R2XG4TBT237EDZ	5	sarcastic	three	both	four	both	four	sarcastic	five	both	five
regular	27_9_R3BWP0VBKT7392	4	regular	four	regular	three	regular	four	regular	three	sarcastic	four
ironic	3_5_R1S2EXT9Y430C8	5	sarcastic	one	sarcastic	three	both	three	both	one	both	one
regular	44_8_R35G97DQJ4KE8N	5	regular	four	regular	five	regular	four	regular	four	regular	three
ironic	13_18_R1OONW53NLUMHD	1	sarcastic	one	sarcastic	two	regular	two	regular	one	sarcastic	one
regular	19_19_R29P7SW86WX45R	5	sarcastic	three	regular	five	regular	four	regular	four	regular	four
regular	39_14_R1WUUX3C7KTO8S	5	ironic	five	regular	five	regular	four	ironic	four	regular	five
regular	28_1_RL3VMRDT8ZOB6	5	regular	five	regular	five	regular	four	regular	two	regular	five
regular	6_5_RUX5VM463NTXJ	5	regular	five	regular	five	regular	five	regular	four	regular	five
regular	8_11_R1SEL7KEK6TQ9A	5	regular	four	ironic	four	regular	five	regular	four	regular	four
regular	40_3_RZUT6FH0CCLR9	2	regular	one	regular	one	regular	one	regular	one	regular	one
ironic	12_18_R2RXXTYPUOXFNJ	1	both	one	both	one	both	one	regular	two	sarcastic	three
regular	9_1_R1ZHQEMLGNYB2A	5	regular	five	regular	five	regular	five	regular	four	regular	four
regular	25_18_R3LAM0V39900Q5	5	regular	four	regular	four	regular	five	regular	four	regular	five
regular	48_1_R24U7H3W9F69B6	5	ironic	five	regular	five	regular	five	regular	five	regular	four
ironic	34_8_R2IJ3EJOCJDUDQ	1	regular	one	regular	two	sarcastic	one	sarcastic	one	sarcastic	one
regular	43_17_R7JVBQOL2D85F	5	regular	four	sarcastic	two	ironic	five	regular	five	regular	five
regular	9_19_R1KCB1MMDJW4LB	1	regular	four	regular	two	ironic	three	regular	two	regular	three
regular	31_5_R33WTZFA5EPSED	5	regular	four	both	three	regular	five	regular	four	regular	five
regular	40_9_R25Y0TGOIE81WC	5	regular	five	regular	four	regular	four	regular	four	regular	four
ironic	25_7_REGU8LS82585Y	5	sarcastic	four	regular	five	regular	five	sarcastic	five	both	three
regular	15_9_R1C3O559617T4D	4	regular	four	regular	five	regular	five	regular	five	regular	five
regular	9_5_R3JQNBITXXN2D	5	regular	five	both	three	both	four	regular	five	regular	five
ironic	9_19_R29EKCU0TMWWUG	1	regular	one	sarcastic	one	both	one	regular	one	sarcastic	one
ironic	38_17_R15RZOLO957R0A	5	sarcastic	four	both	five	regular	five	sarcastic	three	regular	five
ironic	26_6_R1WVWREPM1TA6H	1	sarcastic	one	sarcastic	three	sarcastic	two	sarcastic	two	sarcastic	one
regular	26_12_R7TKSUWIU1YAI	5	regular	five	regular	four	regular	four	regular	four	both	three
regular	47_17_R2A767BWWBGBTK	5	regular	five	regular	five	both	four	regular	five	regular	five
regular	50_16_R2Z2TQ5MHOVD3C	3	regular	two	regular	three	regular	three	regular	one	regular	three
regular	11_9_R6P9PTFWG80XP	5	regular	five	regular	five	regular	five	regular	five	regular	five
ironic	6_17_R2MH2YDT7NHTA6	1	sarcastic	one	both	one	regular	three	both	two	ironic	two
regular	35_8_R16DNO7RN9UUKR	5			regular	five	sarcastic	two	regular	five	regular	four
ironic	19_11_RCH4DJ0H38CV8	5	sarcastic	one	both	five	both	one	sarcastic	one	ironic	five
regular	5_3_R2DA2Y1CHNNYGY	4	regular	four	regular	four	regular	three	regular	four	regular	four
ironic	11_2_R1G60TXW3N8Z6E	1	regular	one	sarcastic	one	ironic	one	regular	three	ironic	one
regular	45_17_R26PE89IKCGDWU	5	regular	four	regular	four	regular	four	ironic	four	regular	four
ironic	25_4_R26TYS2WKXJO4R	1	sarcastic	two	sarcastic	three	sarcastic	two	regular	one	regular	one
ironic	43_11_R2H7WA2W16CGDL	5	regular	four	both	five	sarcastic	five	regular	five	both	five
ironic	37_13_R2JGB93G0HYWUZ	1	sarcastic	one	regular	one	sarcastic	one	regular	one	ironic	four
regular	5_9_REOX5991UD9N	4	regular	four	regular	three	regular	three	regular	four	regular	four
regular	4_17_R88ECHZZKQRME	5	regular	five	regular	five	regular	five	regular	four	regular	five
regular	43_1_R2ID8MLJP32W0W	5	regular	five	regular	five	regular	five	regular	five	regular	four
regular	30_10_R342I8FQPZF0Z4	5	regular	three	regular	five	regular	five	regular	five	regular	four
regular	3_13_R27DRJ82BBYND8	5	regular	three	regular	five	regular	five	regular	five	regular	five
regular	21_4_R1JH34OBKSOXTW	5	regular	five	regular	five	ironic	two	regular	five	sarcastic	three
ironic	39_18_R31RBERHXS8NVD	5	regular	five	sarcastic	three	both	five	regular	five	both	four
regular	27_16_R2CSXN4MEKLTDB	4	regular	four	regular	four	regular	four	both	three	regular	three
regular	41_10_R3DP0OJY0MPDNM	5	regular	five	regular	five	regular	five	ironic	four	sarcastic	three
regular	276426_5_R2JFTA7N93S6JI	5	regular	five	regular	five	sarcastic	three	regular	five	regular	five
regular	23_6_RE7H9EZD0YZ3X	5	regular	five	regular	four	regular	three	regular	four	regular	four
regular	22_8_R30NAZDJU94CD5	4	regular	four	regular	four	regular	four	sarcastic	four	regular	five
regular	8_5_R188W1SRNR3QPM	5	regular	four	regular	five	regular	four	regular	five	ironic	three
ironic	39_2_RON6WJEKSDZDE	1	regular	three	sarcastic	two	sarcastic	one	sarcastic	one	both	one
regular	16_6_R1BZNNYVXCWTIV	5	regular	five	regular	four	regular	five	regular	four	regular	five
regular	1_12_R1SBNMA0KTUNJW	5	regular	five	regular	five	regular	five	regular	four	regular	five
ironic	276426_5_R2PL0JCRCWOMCK	1	sarcastic	one	regular	one	regular	one	sarcastic	one	sarcastic	one
regular	45_10_R1N0J3VJ4X4MIJ	3	regular	three	ironic	four	regular	three	regular	three	regular	two
regular	43_6_RJUX3WOHM89TZ	1	both	two	regular	two	regular	four	both	two	regular	three
regular	33_19_R2AGGZGFUCJEF3	1	regular	one	regular	one	sarcastic	two	regular	one	regular	one
regular	46_2_R2C2RWTGYXCIES	5	regular	four	ironic	three	regular	four	regular	five	regular	three
ironic	9_8_RWAJWNKPNZZJ9	5	regular	five	both	three	sarcastic	five	ironic	three	sarcastic	four
regular	6_4_RU2MP6GK6P1C1	5	regular	five	regular	five	regular	four	regular	four	regular	five
ironic	42_14_R11IWXF21P3Q2Y	2	ironic	two	both	one	sarcastic	two	ironic	two	both	one
regular	28_15_R18D70G0Z5QP5C	5	regular	five	regular	five	regular	five	regular	five	regular	five
ironic	25_5_R27YOGCKS5U023	1	sarcastic	one	ironic	one	sarcastic	two	sarcastic	one	sarcastic	one
regular	15_11_R3HRSGNNGW5KJG	1	regular	three	regular	two	ironic	two	regular	one	regular	two
regular	16_2_RPCNXVM0KBCT7	4	regular	four	regular	three	regular	three	ironic	four	regular	three
ironic	17_10_R2FES3I67FK8Q7	5	sarcastic	five	sarcastic	five	regular	five	sarcastic	four	ironic	five
regular	20_9_R14WVFABMC3PPQ	3	regular	two	both	three	regular	one	regular	two	sarcastic	one
regular	27_1_RBO8Y7B30HT0K	5	regular	four	regular	four	regular	five	regular	five	regular	five
regular	18_19_R35RY6MXF45F2F	3	regular	five	regular	five	regular	five	regular	five	regular	four
ironic	2_20_R2VV8L3EXJ7SSD	1	regular	three	both	one	ironic	three	both	two	regular	three
ironic	16_3_R1BHO3XTFFAB84	5	sarcastic	five	sarcastic	four	regular	five	ironic	five	sarcastic	four
regular	36_12_R6Z2TUH37FFPN	5	regular	five	regular	four	ironic	five	regular	five	regular	four
regular	42_6_RET2FGSKOOJLU	5	regular	four	regular	five	regular	three	regular	four	regular	five
ironic	12_6_R2E7PNY5QAATM6	2	both	one	sarcastic	one	regular	three	regular	two	sarcastic	one
ironic	23_20_RRQCUXE2L2YUX	1	ironic	three	both	one	regular	three	both	four	sarcastic	two
ironic	26_2_RGSIKWGU5DAAX	1	ironic	one	both	two	ironic	three	ironic	two	ironic	three
ironic	20_13_R3K82ZOBEZOH7W	1	both	one	regular	one	both	one	sarcastic	one	both	three
regular	25_4_R24CR2CYR8CJF	5	regular	three	regular	four	ironic	three	regular	five	regular	five
regular	3_3_R1OF655GH07PBZ	5	sarcastic	five	regular	five	both	two	regular	five	regular	two
ironic	14_14_R1OZ5QVQP1RUEE	2	regular	one	sarcastic	three	regular	one	both	two	both	one
regular	28_14_R2MV5REI0BPXWO	5	regular	five	regular	five	both	two	regular	five	regular	five
ironic	34_7_R3OWWH7MSNV82Z	1	ironic	one	sarcastic	one	regular	one	ironic	one	sarcastic	one
regular	48_16_R3OSRQVZ9YB0L1	5	regular	five	regular	five	regular	three	regular	five	sarcastic	two
ironic	7_9_R11OYEZCXQ8KQF	5	sarcastic	three	sarcastic	one	both	three	both	four	regular	three
regular	33_7_R3UD81ZBTIW5GQ	5	regular	five	regular	five	regular	five	sarcastic	four	regular	five
regular	47_7_R3BZAMP0XKXMO9	1	regular	three	regular	one	both	one	regular	two	sarcastic	one
ironic	39_6_R2SFL0OZOER4C	1	sarcastic	one	both	one	sarcastic	one	regular	one	sarcastic	one
regular	14_9_R1SXRBW2TQZ9L3	5	regular	three	regular	five	regular	five	sarcastic	one	regular	four
regular	21_18_R356FQGEE2Q0L6	5	regular	five	regular	five	both	two	both	four	regular	five
ironic	51_5_R3V2K3R4BCRJ75	1	sarcastic	one	ironic	four	regular	three	regular	one	both	two
regular	39_19_R2XT7SQXSVMP2D	5	regular	four	regular	five	regular	four	regular	four	regular	four
ironic	47_17_RJKN10QT2VSTW	1	both	one	ironic	two	sarcastic	one	regular	one	both	one
regular	44_14_R31X1I0PDEY89N	5	regular	five	regular	five	regular	five	regular	five	both	four
ironic	276425_3_R20MPVFZ73BAVA	1	regular	three	both	three	sarcastic	two	both	three	sarcastic	two
ironic	19_7_R23RNU0Q60V7MT	5	both	four	regular	three	sarcastic	four	sarcastic	three	ironic	four
ironic	9_11_R2NCFG5IIH9B5	1	regular	one	both	one	both	three	sarcastic	one	both	three
ironic	19_9_R1NAPC7VHZ8SVJ	1	regular	one	regular	one	both	one	sarcastic	two	both	four
regular	17_15_R24RQDZ3MKHX7I	5	regular	five	regular	four	regular	five	regular	five	regular	five
ironic	276426_3_R1L1ADTIGILN56	3	sarcastic	three	sarcastic	two	regular	two	ironic	one	sarcastic	one
ironic	276427_7_R2JTT60EJFPXF5	5	regular	five	ironic	five	both	two	ironic	four	both	three
regular	1_15_R2V3TWILP2523L	5	regular	five	regular	five	regular	five	regular	five	regular	five
regular	39_15_R19CVPW9QGXF8W	5	regular	five	regular	five	regular	five	regular	five	regular	five
regular	38_9_R2YSYB4RB2FNJS	5	regular	five	regular	four	regular	four	regular	five	ironic	four
regular	33_10_R3O8O45LTOFGQ6	4	regular	four	regular	three	regular	three	regular	four	regular	four
ironic	14_12_RVFCRLQRACWQP	1	sarcastic	one	sarcastic	one	regular	one	both	two	regular	one
regular	35_17_R3FPBFKQCOEOPS	1	sarcastic	two	regular	two	regular	two	sarcastic	two	regular	three
regular	3_11_RJE1XCD1OKH4L	5	regular	five	regular	five	regular	four	regular	five	regular	four
ironic	20_9_RKC5U9Q04XUEW	1	both	one	sarcastic	four	sarcastic	one	regular	one	both	one
regular	18_10_R2FR9TADD3FINM	4	regular	four	ironic	four	regular	four	regular	four	regular	five
regular	35_5_R2AE5RUJIZ55B3	5	regular	four	regular	four	regular	four	regular	four	regular	four
regular	15_19_R1E05JMND5FGQV	5	regular	five	regular	five	regular	five	regular	five	regular	five
regular	19_4_R17XGO9DD9K9UQ	5	regular	four	regular	three	regular	three	regular	four	sarcastic	three
regular	23_18_RTSGCSWYW7Q6H	2	regular	three	regular	three	sarcastic	three	regular	three	regular	three
ironic	25_2_R1YDDX28V2RGFS	1	sarcastic	three	ironic	four	sarcastic	one	both	one	regular	two
ironic	15_7_R1BY0Z0ZXNOTZ4	1	sarcastic	three	sarcastic	three	both	one	regular	one	sarcastic	one
regular	51_20_R2RMEFQZXA9FHT	1	regular	three	regular	three	regular	three	regular	one	regular	three
ironic	18_16_R3V704U7O8MLFN	4	ironic	four	both	four	regular	five	both	five	both	four
ironic	33_13_R2V5DY325ZGHZT	2	ironic	two	both	one	regular	two	regular	one	ironic	four
ironic	26_18_RZELFOPL8TDIM	5	regular	one	both	two	both	five	ironic	five	sarcastic	one
regular	6_17_RK1NRKUWZ30DC	5	regular	five	regular	five	ironic	five	regular	five	regular	five
ironic	21_17_R3GOVNLIQQGHT9	1	sarcastic	one	regular	one	both	one	both	one	sarcastic	two
ironic	40_4_R1NAVIYXOXR0Z8	5	sarcastic	four	regular	five	both	five	sarcastic	three	sarcastic	three
regular	17_11_RN4QRZOH6KZ39	5	regular	five	regular	five	regular	four	regular	five	ironic	five
ironic	20_17_R20M05RKITG9XW	5	both	five	sarcastic	five	sarcastic	three	sarcastic	two	both	one
ironic	9_20_R4CAICC0NPF5S	2	regular	three	sarcastic	two	sarcastic	three	regular	three	both	two
ironic	31_12_R20DC4GUFEH0PE	5	ironic	four	ironic	three	regular	four	ironic	five	ironic	five
regular	32_19_RKQMNPQ8RZPCG	5	regular	five	regular	five	regular	five	regular	five	ironic	five
regular	16_1_RU2IOVKQVJF1H	5	regular	five	regular	five	regular	five	regular	five	regular	five
regular	17_7_R1BXRPWXDR1QUJ	5	regular	four	regular	three	regular	two	regular	four	regular	four
regular	29_13_R3RESGY9LYAL9Y	5	regular	four	regular	five	regular	five	regular	four	regular	five
regular	51_4_R146QN3K5G8064	5	regular	four	regular	four	regular	four	regular	four	regular	three
ironic	33_20_R1FOT0YCW9FGIH	5	both	three	sarcastic	five	sarcastic	three	regular	four	sarcastic	three
regular	2_5_R89J4G2H6U8YP	5	both	five	regular	four	sarcastic	three	regular	five	regular	five
regular	36_2_R47PCL6GUN9B0	5	regular	five	regular	four	regular	five	regular	five	regular	five
regular	30_15_R2QJTDD9O4KM9B	5	regular	three	regular	five	regular	five	regular	five	regular	three
regular	50_20_R2GTJL54ETZ4XW	5	ironic	five	regular	four	regular	four	regular	four	regular	four
regular	20_13_R3NM08UCFATYZU	5	regular	five	regular	five	sarcastic	four	regular	five	regular	five
regular	41_11_R1EO2L1SBZA19L	4	regular	five	regular	two	regular	three			regular	four
regular	22_4_RNA8MOL2JH9FJ	5	regular	four	regular	four	regular	four	both	two	regular	four
